UniversityName,Website,State,CostOnCampusOutOfState,CostOnCampusInState,CostOffCampusOutOfState,CostOffCampusInState,PercentAdmitted,UndergradEnrollment,NumAssociate,NumBachelor,SATReadWrite,SATMath,ACTComposite,GrandTotalUndergrad,ProgramEducation,ProgramEngineering,ProgramScience,ProgramMath,ProgramPhysicalScience,ProgramBusiness
Anna Maria College,www.annamaria.edu,MA,54090,54090,40860,40860,74,1134,0,280,,,,1213,18,,,,,175
Anne Arundel Community College,www.aacc.edu,MD,,,18938,14078,,12886,1580,,,,,18734,,,,,,
Annenberg School of Nursing,www.asn.edu,CA,,,,,,11,0,,,,,20,,,,,,
Anoka Technical College,www.anokatech.edu,MN,,,13552,13552,,1844,212,,,,,2605,,,,,,
Anoka-Ramsey Community College,www.anokaramsey.edu,MN,,,13041,13041,,8845,1027,,,,,11898,,,,,,
Another Level Barbering and Cosmetology School,www.albcschool.com,VA,,,,,,42,0,,,,,3,,,,,,
Anousheh School of Hair,www.anoushehschoolofhair.com,NY,,,,,,10,0,,,,,18,,,,,,
Anson College of Cosmetology,ansoncollegeofcosmetology.com,NC,,,,,,2,0,,,,,3,,,,,,
Antelope Valley College,www.avc.edu,CA,,,11975,6599,,14239,1175,0,,,,18532,30,904,584,492,136,3276
Antioch College,antiochcollege.edu,OH,52628,52628,41168,41168,84,102,0,54,575,490,26,147,,,1,,,
Antioch University Online,online.antioch.edu,OH,,,,,,137,0,58,,,,153,,,,,,18
Antioch University-Los Angeles,www.antiochla.edu,CA,,,,,,156,0,54,,,,371,,,,,,
Antioch University-Midwest,midwest.antioch.edu/,OH,,,,,,39,0,13,,,,55,10,,,,,3
Antioch University-New England,www.antiochne.edu,NH,,,,,,0,0,0,,,,,,,,,,
Antioch University-PhD Program in Leadership and Change,www.antioch.edu/gslc/,OH,,,,,,0,0,0,,,,,,,,,,
Antioch University-Santa Barbara,www.antiochsb.edu,CA,,,,,,87,0,65,,,,139,,,,,,
Antioch University-Seattle,www.antiochseattle.edu,WA,,,,,,82,0,28,,,,129,22,,,,,
Antioch University-System Administration,www.antioch.edu,OH,,,,,,,,,,,,,,,,,,
Antonelli College-Cincinnati,www.antonellicollege.edu,OH,,,17606,17606,,56,15,,,,,220,,,,,,
Antonelli College-Hattiesburg,www.antonellicollege.edu,MS,,,22060,22060,,155,27,,,,,395,,,,,,
Antonelli College-Jackson,www.antonellicollege.edu,MS,,,22058,22058,,193,51,,,,,533,,,,,,
AOMA Graduate School of Integrative Medicine,https://aoma.edu/,TX,,,,,,0,0,0,,,,,,,,,,
Aparicio-Levy Technical College,www.aparicio-levy.edu,FL,,,,,,294,0,,,,,341,,,,,,
Apex Academy Hair Skin Nails School of Cosmetology,www.apexacademy2013.com/,OH,,,,,,27,0,,,,,39,,,,,,
Apex School of Theology,www.apexsot.edu,NC,,,12300,12300,,389,22,79,,,,678,,,,,,
Apex Technical School,www.apextechnical.com,NY,,,,,,1288,0,,,,,2029,,,,,,
Apollo Career Center,www.apollocareercenter.com/adult-education/,OH,,,,,,449,0,,,,,1390,,,,,,
Appalachian Beauty School,appalachianbeautyschool.com/,KY,,,,,,22,0,,,,,22,,,,,,
Appalachian Bible College,https://abc.edu,WV,26156,26156,18388,18388,45,261,6,21,480,430,18,292,,,,,,
Appalachian College of Pharmacy,www.acp.edu,VA,,,,,,0,0,0,,,,,,,,,,
Appalachian School of Law,www.asl.edu,VA,,,,,,0,0,0,,,,,,,,,,
Appalachian State University,www.appstate.edu/,NC,34001,19194,25703,10896,69,17381,0,3843,560,540,23,18135,1736,,853,144,580,3210
Applied Technology Services,www.appliedtech-stl.com,MO,,,,,20,164,0,,,,,235,,,,,,
Aquinas College,www.aquinas.edu,MI,44588,44588,35946,35946,69,1578,1,335,510,500,21,1718,107,,50,32,9,169
Aquinas Institute of Theology,www.ai.edu,MO,,,,,,0,0,0,,,,,,,,,,
Arapahoe Community College,www.arapahoe.edu,CO,,,22343,11255,,11544,736,0,,,,14803,,,,,,966
Arcadia University,https://www.arcadia.edu,PA,59980,59980,48930,48930,64,2160,0,575,540,510,21,2543,84,,367,37,45,224
Arclabs,www.arclabs.edu,SC,,,,,,452,0,,,,,654,,,,,,
Argosy University-Atlanta,www.argosy.edu/locations/atlanta,GA,,,19333,19333,,,9,69,,,,679,,,,,,
Argosy University-Chicago,www.argosy.edu/chicago,IL,,,19333,19333,,,3,18,,,,235,,,,,,
Argosy University-Dallas,www.argosy.edu/dallas/,TX,,,,,,,16,17,,,,403,,,,,,
Argosy University-Denver,www.argosy.edu/denver/,CO,,,,,,,1,72,,,,274,,,,,,
Argosy University-Hawaii,www.argosy.edu/Locations/state/Hawaii,HI,,,19333,19333,,,17,98,,,,539,,,,,,
Argosy University-Inland Empire,www.argosy.edu/locations/inland-empire,CA,,,,,,,9,54,,,,384,,,,,,
Argosy University-Los Angeles,www.argosy.edu/locations/los-angeles,CA,,,19986,19986,,,4,49,,,,301,,,,,,
Argosy University-Nashville,www.argosy.edu/nashville/,TN,,,,,,,5,21,,,,172,,,,,,
Argosy University-Northern Virginia,www.argosy.edu/washingtondc,VA,,,19333,19333,,,2,9,,,,74,,,,,,
Argosy University-Orange County,www.argosy.edu/locations/los-angeles-orange-county,CA,,,19986,19986,,,2,30,,,,210,,,,,,
Argosy University-Phoenix,www.argosy.edu/phoenix/,AZ,,,19333,19333,,,5,22,,,,151,,,,,,
Argosy University-Phoenix Online Division,www.argosy.edu/locations/online,AZ,,,19333,19333,,,296,622,,,,7622,,,,,,
Argosy University-Salt Lake City,www.argosy.edu/locations/salt-lake-city,UT,,,,,,,2,11,,,,71,,,,,,
Argosy University-San Diego,www.argosy.edu/sandiego,CA,,,,,,,4,33,,,,188,,,,,,
Argosy University-San Francisco Bay Area,www.argosy.edu/locations/san-francisco,CA,,,,,,,3,21,,,,127,,,,,,
Argosy University-Sarasota,www.argosy.edu/sarasota/,FL,,,,,,,9,19,,,,135,,,,,,
Argosy University-Schaumburg,www.argosy.edu/schaumburg,IL,,,,,,,0,7,,,,54,,,,,,
Argosy University-Seattle,www.argosy.edu/seattle,WA,,,,,,,1,3,,,,11,,,,,,
Argosy University-Tampa,www.argosy.edu/tampa,FL,,,19333,19333,,,4,17,,,,226,,,,,,
Argosy University-The Art Institute of California-Hollywood,www.aicdc.artinstitutes.edu,CA,,,24930,24930,,,70,240,,,,1315,,,,,,
Argosy University-The Art Institute of California-Inland Empire,www.artinstitutes.edu/inlandempire,CA,,,,,,,100,146,,,,1137,,,,,,
Argosy University-The Art Institute of California-Orange County,www.aicaoc.artinstitutes.edu,CA,,,,,,,41,123,,,,723,,,,,,
Argosy University-The Art Institute of California-Sacramento,www.artinstitutes.edu/sacramento/,CA,,,,,,,37,74,,,,572,,,,,,
Argosy University-The Art Institute of California-San Diego,www.artinstitutes.edu/san-diego/,CA,,,24930,24930,,,72,170,,,,1147,,,,,,
Argosy University-The Art Institute of California-San Francisco,www.artinstitutes.edu/san-francisco/,CA,,,,,,,30,109,,,,674,,,,,,
Argosy University-Twin Cities,www.argosy.edu/twincities/,MN,,,19333,19333,,,265,32,,,,1408,,,,,,
Aria Health School of Nursing,www.ariahealth.org/default.aspx?pageid=3330,PA,,,,,,98,0,,,,,265,,,,,,
Arizona Academy of Beauty-East,www.arizonaacademy.com,AZ,,,,,,57,0,,,,,97,,,,,,
Arizona Board of Regents,www.azregents.edu,AZ,,,,,,,,,,,,,,,,,,
Arizona Christian University,www.arizonachristian.edu,AZ,42670,42670,32996,32996,56,776,0,167,460,470,17,834,79,,85,,,243
Arizona College-Glendale,www.arizonacollege.edu,AZ,,,19998,19998,,428,19,,,,,924,,,,,,
Arizona College-Las Vegas,www.arizonacollege.edu,NV,,,24691,24691,88,500,0,3,,,,575,,,,,,
Arizona College-Mesa,www.arizonacollege.edu,AZ,,,24691,24691,,771,8,21,,,,1098,,,,,,
Arizona Culinary Institute,www.azculinary.edu,AZ,,,,,,113,0,,,,,157,,,,,,
Arizona School of Acupuncture and Oriental Medicine,www.asaom.edu,AZ,,,,,,0,0,0,,,,,,,,,,
Arizona School of Integrative Studies,asismassage.edu/,AZ,,,,,,149,0,,,,,261,,,,,,
Arizona State University - Cochise,,AZ,,,,,,,,,,,,,,,,,,
Arizona State University - Pinal,,AZ,,,,,,,,,,,,,,,,,,
Arizona State University-Downtown Phoenix,www.asu.edu/,AZ,47498,29984,33896,16382,81,8702,0,2339,550,530,20,9837,,,,,,268
Arizona State University-Polytechnic,www.asu.edu/,AZ,41837,26101,31136,15400,83,4515,0,951,540,560,21,4852,193,1499,466,52,,658
Arizona State University-Skysong,www.asu.edu/,AZ,35833,27521,24189,15877,68,29780,0,3948,,,,37822,640,2386,639,4,19,3971
Arizona State University-Tempe,www.asu.edu/,AZ,45562,28048,33896,16382,85,42844,0,9291,570,560,22,45657,1596,6599,3959,624,734,10448
Arizona State University-West,www.asu.edu/,AZ,41742,26006,31136,15400,82,4047,0,860,530,520,19,4061,335,,383,76,262,929
Arizona Summit Law School,www.azsummitlaw.edu,AZ,,,,,,,0,0,,,,,,,,,,
Arizona Western College,www.azwestern.edu,AZ,24369,17379,20181,13191,,7434,818,,,,,11492,,,,,,
Arkansas Baptist College,www.arkansasbaptist.edu,AR,23060,23060,14234,14234,,525,41,30,,,,858,3,,,,,39
Arkansas Beauty College,www.arkansasbeautycollegersvlar.com/,AR,,,,,,15,0,,,,,40,,,,,,
Arkansas Beauty School-Little Rock,arkbeautyschool.com,AR,,,,,,125,0,,,,,220,,,,,,
Arkansas College of Barbering and Hair Design,www.arkansascollegeofbarbering.com,AR,,,,,,128,0,,,,,213,,,,,,
Arkansas Colleges of Health Education,acheedu.org,AR,,,,,,0,0,0,,,,,,,,,,
Arkansas Northeastern College,www.anc.edu,AR,,,9915,8515,,1422,138,,,,,2066,,,,,,
Arkansas State University Mid-South,www.asumidsouth.edu,AR,,,9907,8947,,1423,133,,,,,2029,,,,,,
Arkansas State University-Beebe,www.asub.edu,AR,16929,15201,13033,11305,,3446,511,,,,,5423,,,,,,
Arkansas State University-Main Campus,www.astate.edu/,AR,29791,23101,21837,15147,77,9350,581,1814,510,520,21,11038,772,333,463,32,85,1084
Arkansas State University-Mountain Home,www.asumh.edu,AR,,,11158,9550,,1345,227,,,,,1947,,,,,,
Arkansas State University-Newport,www.asun.edu,AR,,,10642,9178,,2270,223,,,,,4794,,,,,,
Arkansas State University-System Office,www.asusystem.edu,AR,,,,,,,,,,,,,,,,,,
Arkansas Tech University,www.atu.edu,AR,24209,18785,17999,12575,90,11151,913,1224,,,,12058,1056,556,286,23,104,1031
Arkansas Welding Academy,www.arkansasweldingacademy.com,AR,,,,,,15,0,,,,,43,,,,,,
Arlington Baptist University,https://abu.edu,TX,24493,24493,18650,18650,,161,0,31,,,,196,34,,,,,35
Arlington Career Institute,www.arlingtoncareerinstitute.edu,TX,,,,,,330,0,,,,,336,,,,,,
Armstrong State University,https://www.georgiasouthern.edu/,GA,,,,,,,,,,,,,,,,,,
Arnolds Beauty School,arnoldsbeautyschool.com,TN,,,,,,58,0,,,,,84,,,,,,
Arnot Ogden Medical Center,www.arnothealth.org,NY,,,,,100,69,0,,,,,66,,,,,,
Arrojo Cosmetology School,www.arrojocosmetology.com,NY,,,,,,105,0,,,,,102,,,,,,
Art Academy of Cincinnati,www.artacademy.edu,OH,47050,47050,38050,38050,33,192,0,37,440,440,17,188,,,,,,
Art Center College of Design,www.artcenter.edu,CA,,,53908,53908,68,2008,0,471,,,,2716,,,,,,
Arthur's Beauty College Inc-Fort Smith,www.arthursbeautycollege.com,AR,,,,,,31,0,,,,,60,,,,,,
Arthur's Beauty College Inc-Jacksonville,arthursbeautycollege.com,AR,,,,,,36,0,,,,,84,,,,,,
Arthur's Beauty College-Jonesboro,www.arthursbeautycollege.com,AR,,,,,,57,0,,,,,101,,,,,,
Arthur's Beauty School Inc-Conway,www.arthursbeautycollege.com,AR,,,,,,55,0,,,,,95,,,,,,
Artistic Academy of Hair Design,www.artisticacademy.com,NJ,,,,,,137,0,,,,,180,,,,,,
Artistic Nails and Beauty Academy-Lakeland,www.artistic.edu,FL,,,,,,159,0,,,,,207,,,,,,
Artistic Nails and Beauty Academy-Tampa,www.artistic.edu,FL,,,,,,81,0,,,,,273,,,,,,
ASA College,www.asa.edu,NY,33460,33460,21689,21689,,4356,1201,,,,,7632,,,,,,
Asbury Theological Seminary,www.asburyseminary.edu,KY,,,,,,0,0,0,,,,,,,,,,
Asbury University,www.asbury.edu,KY,41568,41568,33873,33873,67,1697,1,302,,,,1834,194,10,67,28,5,367
Asher College,www.asher.edu,CA,,,,,,596,125,,,,,862,,,,,,
Asheville-Buncombe Technical Community College,www.abtech.edu,NC,,,15902,9758,,6892,912,,,,,10492,,,,,,
Ashford University,www.ashford.edu,CA,,,16693,16693,,28701,291,6816,,,,73454,5464,95,,,,11070
Ashland Community and Technical College,https://ashland.kctcs.edu,KY,,,18250,8098,,2542,407,,,,,3529,,,,,,
Ashland County-West Holmes Career Center,www.acwhcc.org,OH,,,,,,48,0,,,,,71,,,,,,
Ashland University,https://www.ashland.edu,OH,34792,34792,25982,25982,68,5020,177,625,500,475,20,6910,791,,223,13,23,970
Ashtabula County Technical and Career Campus,www.atech.edu,OH,,,,,,130,0,,,,,161,,,,,,
ASI Career Institute,ASI.edu,NJ,,,,,,57,0,,,,,194,,,,,,
Asian-American International Beauty College,www.aabeautycollege.com,CA,,,,,,609,0,,,,,912,,,,,,
ASM Beauty World Academy,asm.edu,FL,,,,,,156,0,,,,,241,,,,,,
Asnuntuck Community College,www.Asnuntuck.edu,CT,,,18600,9832,,1858,137,,,,,2730,,,,,,
Aspen Beauty Academy of Laurel,www.aspenlaurel.com,MD,,,,,,55,0,,,,,91,,,,,,
Aspen University,www.aspen.edu,CO,,,6428,6428,,3389,5,426,,,,4854,162,,,,,222
Assabet Valley Regional Technical School,www.assabet.org,MA,,,,,45,50,0,,,,,49,,,,,,
Associated Barber College of San Diego,www.sandiegobarbercollege.com,CA,,,,,,19,0,,,,,90,,,,,,
Associated Beth Rivkah Schools,https://dhl.bethrivkah.edu,NY,,,13600,13600,97,195,0,0,,,,145,,,,,,
Associated Technical College-Los Angeles,www.atcla.edu,CA,,,,,,367,0,,,,,570,,,,,,
Associated Technical College-San Diego,www.atcsd.edu,CA,,,,,,98,0,,,,,253,,,,,,
Assumption College,https://www.assumption.edu,MA,56443,56443,43758,43758,81,2036,1,476,,,,2167,32,,87,34,19,276
Assumption College for Sisters,www.acs350.org,NJ,12196,12196,7346,7346,,53,7,,,,,47,,,,,,
Astrodome Career Centers,www.astrodome.edu,TX,,,,,,133,0,,,,,167,,,,,,
ATA Career Education,www.atafl.edu,FL,,,20806,20806,,265,52,,,,,262,,,,,,
ATA College,www.ata.edu,KY,,,21710,21710,,352,96,,,,,316,,,,,,
ATA College Tri-County,www.ata.edu,OH,,,20355,20355,,277,50,,,,,536,,,,,,
Atelier Esthetique Institute of Esthetics,www.aeinstitute.net,NY,,,,,,115,0,,,,,265,,,,,,
Athena Career Academy,www.athenacareers.edu,OH,,,,,39,283,0,,,,,434,,,,,,
Athenaeum of Ohio,www.athenaeum.edu,OH,,,,,,51,0,0,,,,,,,,,,
Athens State University,www.athens.edu,AL,,,,,,2885,0,759,,,,3947,903,,27,59,13,1059
Athens Technical College,www.athenstech.edu/,GA,,,10101,7965,,4567,391,,,,,6257,,,,,,
ATI College-Norwalk,www.ati.edu,CA,,,,,,29,0,,,,,63,,,,,,
Atlanta Institute of Music and Media,aimm.edu,GA,,,,,,182,16,,,,,277,,,,,,
Atlanta Metropolitan State College,www.atlm.edu,GA,,,13760,7296,,2187,313,59,,,,3709,,,43,24,,199
Atlanta School of Massage,www.atlantaschoolofmassage.com,GA,,,,,,240,0,,,,,532,,,,,,
Atlanta Technical College,www.atlantatech.edu/,GA,,,7756,5620,,3562,257,,,,,6011,,,,,,
Atlanta's John Marshall Law School,www.johnmarshall.edu,GA,,,,,,0,0,0,,,,,,,,,,
Atlantic Beauty & Spa Academy LLC,www.shorebeautyschool.edu,NJ,,,,,,115,0,,,,,210,,,,,,
Atlantic Cape Community College,www.atlantic.edu,NJ,,,14418,12918,,4973,713,,,,,7927,,,,,,
Atlantic Institute of Oriental Medicine,www.atom.edu,FL,,,,,,35,0,34,,,,53,,,35,,,
Atlantic Technical College,www.atlantictechnicalcollege.edu,FL,,,,,,3991,0,,,,,4495,,,,,,
Atlantis University,www.atlantisuniversity.edu,FL,,,12980,12980,,184,30,26,,,,211,,,,,,42
Auburn Career Center,www.auburncc.org,OH,,,,,,138,0,,,,,235,,,,,,
Auburn University,www.auburn.edu,AL,50838,31590,37506,18258,75,24628,0,4722,580,570,25,25195,1069,5389,1669,179,234,5095
Auburn University at Montgomery,www.aum.edu,AL,29722,20314,22742,13334,93,4632,0,738,510,480,19,5246,354,,330,98,84,764
Augsburg University,www.augsburg.edu,MN,52780,52780,44000,44000,69,2343,0,548,578,595,19,2711,228,,174,45,40,454
Augusta School of Massage,www.augustamassage.com,GA,,,,,,29,0,,,,,60,,,,,,
Augusta Technical College,www.augustatech.edu,GA,,,10530,8394,,4409,358,,,,,6445,,,,,,
Augusta University,www.augusta.edu,GA,35806,21254,26956,12404,80,5463,1,978,520,590,20,6043,230,,737,60,184,614
Augustana College,www.augustana.edu,IL,54907,54907,44335,44335,64,2543,0,619,,,,2696,151,33,392,53,49,419
Augustana University,www.augie.edu,SD,46982,46982,38734,38734,65,1807,0,355,510,550,23,1825,254,23,322,57,40,280
Auguste Escoffier School of Culinary Arts-Austin,www.escoffier.edu,TX,,,,,,506,177,,,,,641,,,,,,
Auguste Escoffier School of Culinary Arts-Boulder,www.escoffier.edu,CO,,,,,,2289,11,,,,,1972,,,,,,
Aultman College of Nursing and Health Sciences,https://www.aultmancollege.edu,OH,,,22670,22670,75,343,81,25,,,19,468,,,,,,
Aurora University,aurora.edu,IL,37994,37994,32638,32638,81,4020,0,1061,490,480,19,4339,377,13,96,42,2,790
Austin College,www.austincollege.edu,TX,55137,55137,42790,42790,55,1280,0,290,570,560,22,1221,,,90,23,27,98
Austin Community College District,www.austincc.edu,TX,,,18476,16286,,40799,3319,0,,,,62493,1133,1825,262,323,399,5202
Austin Graduate School of Theology,www.austingrad.edu,TX,,,,,,26,0,1,,,,27,,,,,,
Austin Kade Academy,www.austinkade.com,ID,,,,,,102,0,,,,,203,,,,,,
Austin Peay State University,www.apsu.edu,TN,40186,24946,29487,14247,94,9871,380,1604,488,470,19,11013,333,20,300,71,252,955
Austin Presbyterian Theological Seminary,www.austinseminary.edu,TX,,,,,,0,0,0,,,,,,,,,,
Austin's Beauty College Inc,www.austinbeautycollege.com,TN,,,,,,12,0,,,,,32,,,,,,
Automotive Training Center-Exton,www.autotraining.edu,PA,,,,,,290,0,,,,,468,,,,,,
Automotive Training Center-Warminster,www.autotraining.edu,PA,,,,,,304,0,,,,,439,,,,,,
Autry Technology Center,autrytech.edu,OK,,,,,93,709,0,,,,,778,,,,,,
Avalon School of Cosmetology,avaloncosmetologyschool.com,MN,,,,,,25,0,,,,,24,,,,,,
Avalon School of Cosmetology-Alameda,avalon.edu/locations/alameda-ca/,CA,,,,,,118,0,,,,,218,,,,,,
Avalon School of Cosmetology-Layton,avalon.edu/locations/layton-ut/,UT,,,,,,140,0,,,,,266,,,,,,
Avalon School of Cosmetology-Mesa,avalon.edu/locations/mesa-az/,AZ,,,,,,356,0,,,,,515,,,,,,
Avalon School of Cosmetology-Phoenix,avalon.edu/locations/phoenix-az/,AZ,,,,,,330,0,,,,,563,,,,,,
Ave Maria School of Law,https://www.avemarialaw.edu,FL,,,,,,0,0,0,,,,,,,,,,
Ave Maria University,www.avemaria.edu,FL,36261,36261,29747,29747,83,1087,0,240,540,510,21,1128,32,,117,15,11,244
Aveda Fredric's Institute-Cincinnati,www.avedafi.edu,OH,,,,,,261,0,,,,,335,,,,,,
Aveda Fredric's Institute-Indianapolis,www.avedafi.edu,IN,,,,,,211,0,,,,,337,,,,,,
Aveda Institute Portland-Vancouver Campus,avedapdx.com/about-our-school/locations/vancouver,WA,,,,,,121,0,,,,,191,,,,,,
Aveda Institute-Baton Rouge,aisouth.com,LA,,,,,,131,0,,,,,221,,,,,,
Aveda Institute-Boise,www.avedaidaho.com,ID,,,,,,54,0,,,,,83,,,,,,
Aveda Institute-Chapel Hill,nurturavedainstitutes.com/chapel-hill/,NC,,,,,,207,0,,,,,376,,,,,,
Aveda Institute-Chicago,www.douglasj.edu/,IL,,,,,,107,0,,,,,204,,,,,,
Aveda Institute-Columbus,nurturavedainstitutes.com/columbus/,OH,,,,,,256,0,,,,,416,,,,,,
Aveda Institute-Covington,aisouth.com,LA,,,,,,2357,0,,,,,3837,,,,,,
Aveda Institute-Denver,www.avedainstitutedenver.com/,CO,,,,,,384,0,,,,,586,,,,,,
Aveda Institute-Des Moines,avedainstitutedesmoines.com/,IA,,,,,,147,0,,,,,214,,,,,,
Aveda Institute-Lafayette,aisouth.com,LA,,,,,,160,0,,,,,256,,,,,,
Aveda Institute-Los Angeles,nurturavedainstitutes.com/los-angeles/,CA,,,,,,179,0,,,,,269,,,,,,
Aveda Institute-Madison,www.avedainstitutemadison.com,WI,,,,,,102,0,,,,,126,,,,,,
Aveda Institute-Maryland,avedainstitutemd.edu,MD,,,,,,32,0,,,,,97,,,,,,
Aveda Institute-Minneapolis,aveda.edu/minneapolis,MN,,,,,,412,0,,,,,675,,,,,,
Aveda Institute-New Mexico,www.avedanm.com,NM,,,,,,90,0,,,,,157,,,,,,
Aveda Institute-New York,aveda.edu/new-york/,NY,,,,,,210,0,,,,,362,,,,,,
Aveda Institute-Phoenix,avedainstitutephoenix.com,AZ,,,,,,141,0,,,,,263,,,,,,
Aveda Institute-Portland,avedapdx.com,OR,,,,,,244,0,,,,,356,,,,,,
Aveda Institute-Provo,avedainstituteprovo.com/,UT,,,,,,120,0,,,,,193,,,,,,
Aveda Institute-San Antonio,https://avedainstitutessouth.edu,TX,,,,,,237,0,,,,,424,,,,,,
Aveda Institute-South Florida,https://avedainstitutessouth.edu/,FL,,,,,,379,0,,,,,748,,,,,,
Aveda Institute-Tallahassee,www.aisouth.com,FL,,,,,,484,0,,,,,855,,,,,,
Aveda Institute-Tucson,www.avedainstitutetucson.com,AZ,,,,,,157,0,,,,,235,,,,,,
Aveda Institute-Twin Falls,www.avedaidaho.com,ID,,,,,,58,0,,,,,74,,,,,,
Avenue Academy  A Cosmetology Institute,www.theavenueacademy.com/,NM,,,,,,40,0,,,,,51,,,,,,
Avenue Five Institute,www.avenuefive.com,TX,,,,,,297,0,,,,,537,,,,,,
Avera McKennan Hospital School of Radiologic Technology,www.avera.org,SD,,,,,,23,0,,,,,31,,,,,,
Avera Sacred Heart Hospital,www.averasacredheart.org,SD,,,,,,15,0,,,,,16,,,,,,
Averett University,https://www.averett.edu,VA,47918,47918,38658,38658,61,961,0,167,440,450,16,968,73,,,1,,135
Averett University-Non-Traditional Programs,https://gps.averett.edu,VA,,,12920,12920,33,292,3,163,,,,493,,,,,,223
Avery James School of Cosmetology,averyjamesschool.com,LA,,,,,,37,0,,,,,118,,,,,,
Avi Career Training,www.AviCareerTraining.com,VA,,,,,,25,0,,,,,58,,,,,,
Aviation Institute of Maintenance,www.aviationmaintenance.edu,CA,,,22042,22042,,238,0,,,,,401,,,,,,
Aviation Institute of Maintenance-Atlanta,www.aviationmaintenance.edu/campuses/duluth-ga/index.html,GA,,,21942,21942,,768,4,,,,,1371,,,,,,
Aviation Institute of Maintenance-Chesapeake,www.aviationmaintenance.edu,VA,,,22042,22042,,239,0,,,,,379,,,,,,
Aviation Institute of Maintenance-Dallas,www.aviationmaintenance.edu,TX,,,22042,22042,,481,0,,,,,945,,,,,,
Aviation Institute of Maintenance-Houston,www.aviationmaintenance.edu/campuses/houston-tx/index.html,TX,,,22042,22042,,313,0,,,,,509,,,,,,
Aviation Institute of Maintenance-Indianapolis,www.aviationmaintenance.edu,IN,,,22042,22042,,168,0,,,,,263,,,,,,
Aviation Institute of Maintenance-Kansas City,www.aviationmaintenance.edu/campuses/kansas-city-mo/index.html,MO,,,22042,22042,,154,0,,,,,333,,,,,,
Aviation Institute of Maintenance-Las Vegas,www.aviationmaintenance.edu,NV,,,22042,22042,,359,0,,,,,552,,,,,,
Aviation Institute of Maintenance-Manassas,www.aviationmaintenance.edu,VA,,,22042,22042,,188,0,,,,,394,,,,,,
Aviation Institute of Maintenance-Orlando,www.aviationmaintenance.edu,FL,,,22042,22042,,295,0,,,,,493,,,,,,
Aviation Institute of Maintenance-Philadelphia,www.aviationmaintenance.edu,PA,,,22042,22042,,300,0,,,,,563,,,,,,
Aviator College of Aeronautical Science and Technology,www.aviator.edu,FL,96636,96636,86514,86514,,317,17,,,,,432,,,,,,
Avila University,https://www.Avila.edu,MO,31598,31598,24176,24176,55,1246,0,273,480,510,19,1509,59,,48,,,196
AVTEC-Alaska's Institute of Technology,www.avtec.edu/,AK,,,,,,855,0,,,,,1895,,,,,,
Award Beauty School,www.AwardBeautySchool.com,MD,,,,,,130,0,,,,,258,,,,,,
Ayers Career College,www.ayers.edu,LA,,,,,,145,0,,,,,271,,,,,,
Azusa Pacific University,www.apu.edu,CA,54144,54144,45164,45164,69,5657,0,1552,520,500,21,6239,89,63,201,50,32,765
B M Spurr School of Practical Nursing,www.reynoldsmemorial.com,WV,,,,,30,36,0,,,,,35,,,,,,
B-Unique Beauty and Barber Academy,bubba-online.com,SC,,,,,,23,0,,,,,53,,,,,,
Babson College,www.babson.edu,MA,70378,70378,61502,61502,24,2361,0,577,620,650,28,2669,,,,,,2361
Bacone College,www.bacone.edu,OK,35150,35150,,,15,271,18,101,425,395,14,1048,14,,,,,50
Bainbridge State College,,GA,,,,,,,,,,,,,,,,,,
Bais Binyomin Academy,https://baisbinyominacademy.com,NY,18050,18050,14250,14250,82,34,7,2,,,,42,,,,,,
Bais HaMedrash and Mesivta of Baltimore,www.bhmb.edu,MD,22100,22100,19200,19200,100,80,0,12,,,,77,,,,,,
Bais Medrash Elyon,https://www.baismedroshelyon.com,NY,15400,15400,14400,14400,80,44,0,8,,,,57,,,,,,
Bais Medrash Mayan Hatorah,https://baismedrashmayanhatorah.com,NJ,16650,16650,16450,16450,65,69,0,5,,,,85,,,,,,
