UniversityName,Website,State,CostOnCampusOutOfState,CostOnCampusInState,CostOffCampusOutOfState,CostOffCampusInState,PercentAdmitted,UndergradEnrollment,NumAssociate,NumBachelor,SATReadWrite,SATMath,ACTComposite,GrandTotalUndergrad,ProgramEducation,ProgramEngineering,ProgramScience,ProgramMath,ProgramPhysicalScience,ProgramBusiness
South University-High Point,www.southuniversity.edu/high-point#location=High%20Point %20NC,NC,,,,,,35,20,74,,,,434,,,,,,1
South University-Montgomery,www.southuniversity.edu/montgomery#location=Montgomery %20AL,AL,,,22643,22643,,321,44,53,,,,561,,,,,,30
South University-Novi,www.southuniversity.edu/novi#location=Novi %20MI,MI,,,,,,46,18,41,,,,402,,,,,,1
South University-Savannah,www.southuniversity.edu/savannah#location=Savannah %20GA,GA,,,22643,22643,,363,60,136,,,,784,,,,,,66
South University-Tampa,www.southuniversity.edu/tampa#location=Tampa %20FL,FL,,,22643,22643,,541,62,144,,,,966,,,,,,5
South University-West Palm Beach,www.southuniversity.edu/west-palm-beach#location=West%20Palm%20Beach %20FL,FL,,,22643,22643,,556,63,184,,,,1089,,,,,,18
South University–Richmond,www.southuniversity.edu/richmond#location=Richmond %20VA,VA,,,22643,22643,,379,26,103,,,,734,,,,,,5
South University–Savannah Online,www.southuniversity.edu/online#location=Online%20Programs,GA,,,18983,18983,,3568,214,697,,,,6489,,,,,,716
South University–Virginia Beach,www.southuniversity.edu/virginia-beach#location=Virginia%20Beach %20VA,VA,,,22643,22643,,369,23,80,,,,692,,,,,,18
Southcentral Kentucky Community and Technical College,https://southcentral.kctcs.edu,KY,,,18250,8098,,4482,641,,,,,5704,,,,,,
Southeast Arkansas College,www.seark.edu,AR,,,11991,9111,,1119,174,,,,,1792,,,,,,
Southeast Community College Area,www.southeast.edu,NE,13658,13028,7958,7328,,9240,1208,,,,,14658,,,,,,
Southeast Kentucky Community and Technical College,https://southeast.kctcs.edu,KY,,,18250,8098,,3315,339,,,,,4529,,,,,,
Southeast Missouri Hospital College of Nursing and Health Sciences,www.sehcollege.edu/,MO,,,23664,23664,62,175,68,1,,,20,241,,,,,,
Southeast Missouri State University,www.semo.edu,MO,27307,21570,18372,12635,83,10041,42,1686,510,520,20,11693,1122,71,446,42,112,1242
Southeast Technical Institute,www.southeasttech.edu,SD,20540,20540,13340,13340,,2166,532,,,,,2926,,,,,,
Southeast Texas Career Institute,www.setxci.com,TX,,,,,,89,0,,,,,126,,,,,,
Southeastern Baptist College,www.southeasternbaptist.edu,MS,10525,10525,7525,7525,,72,3,3,,,,44,,,,,,2
Southeastern Baptist Theological Seminary,www.sebts.edu,NC,18587,18587,11526,11526,90,520,3,51,,,,847,12,,,,,
Southeastern College-Miami Lakes,www.sec.edu/,FL,,,,,,,,,,,,,,,,,,
Southeastern College-West Palm Beach,www.sec.edu/,FL,,,29409,29409,,540,113,,,,,1075,,,,,,
Southeastern Community College,www.scciowa.edu,IA,17312,17162,10032,9882,,2548,378,,,,,3822,,,,,,
Southeastern Community College,www.sccnc.edu,NC,,,13839,7695,,1448,233,,,,,1887,,,,,,
Southeastern Esthetics Institute,www.seestheticsinstitute.com/,SC,,,,,,119,0,,,,,110,,,,,,
Southeastern Illinois College,www.sic.edu,IL,,,10229,9989,,1650,189,,,,,3912,,,,,,
Southeastern Institute-Charleston,www.southeasterninstitute.com,SC,,,,,,133,0,,,,,325,,,,,,
Southeastern Institute-Charlotte,www.southeasterninstitute.com,NC,,,,,,230,0,,,,,528,,,,,,
Southeastern Institute-Columbia,www.southeasterninstitute.com,SC,,,,,,95,0,,,,,321,,,,,,
Southeastern Louisiana University,www.southeastern.edu,LA,35079,22601,26823,14345,90,13331,12,1816,,,19,16467,921,,699,56,137,1884
Southeastern Louisiana University - Albert Cammon Middle School,,LA,,,,,,,,,,,,,,,,,,
Southeastern Louisiana University - Destrahan High School,,LA,,,,,,,,,,,,,,,,,,
Southeastern Oklahoma State University,www.se.edu,OK,26070,17430,21100,12460,75,3144,0,590,,,18,3733,379,,197,23,91,476
Southeastern Technical College,www.southeasterntech.edu,GA,,,10173,8037,,1817,103,,,,,2391,,,,,,
Southeastern Technical Institute,www.stitech.edu,MA,,,,,38,134,0,,,,,164,,,,,,
Southeastern University,www.seu.edu/,FL,39702,39702,29870,29870,48,7704,99,694,490,460,18,7469,232,,25,13,,854
Southern Adventist University,www.southern.edu,TN,34990,34990,27250,27250,,2531,155,442,,,,2797,128,18,285,28,58,314
Southern Arkansas University Main Campus,https://www.saumag.edu,AR,27131,23051,20719,16639,69,3543,213,489,500,500,19,3866,353,65,218,23,247,458
Southern Arkansas University Tech,www.sautech.edu,AR,20710,19270,14686,13246,,1082,107,,,,,1976,,,,,,
Southern California Health Institute,www.sochi.edu,CA,,,,,,313,0,,,,,651,,,,,,
Southern California Institute of Architecture,www.sciarc.edu,CA,,,59640,59640,,255,0,48,,,,284,,,,,255,
Southern California Institute of Technology,https://www.scitech.edu,CA,,,23770,23770,60,584,1,67,,,,955,,292,,,,
Southern California Seminary,www.socalsem.edu,CA,35141,35141,22715,22715,,50,0,4,,,,72,,,,,,
Southern California University of Health Sciences,www.scuhs.edu,CA,,,9393,9393,,654,0,17,,,,1900,,,24,,,
Southern California University SOMA,www.scusoma.edu,CA,,,,,,,0,0,,,,,,,,,,
Southern Careers Institute-Austin,www.scitexas.edu,TX,,,,,,596,0,,,,,1120,,,,,,
Southern Careers Institute-Brownsville,www.scitexas.edu,TX,,,,,,362,0,,,,,889,,,,,,
Southern Careers Institute-Corpus Christi,www.scitexas.edu,TX,,,,,,353,0,,,,,775,,,,,,
Southern Careers Institute-Harlingen,www.scitexas.edu,TX,,,,,,333,0,,,,,827,,,,,,
Southern Careers Institute-Pharr,www.scitexas.edu,TX,,,,,,472,0,,,,,1107,,,,,,
Southern Careers Institute-San Antonio,www.scitexas.edu,TX,,,,,,412,0,,,,,889,,,,,,
Southern Careers Institute-San Antonio,www.scitexas.edu,TX,,,,,,520,0,,,,,1033,,,,,,
Southern College of Optometry,https://www.sco.edu,TN,,,,,,0,0,0,,,,,,,,,,
Southern Connecticut State University,www.southernct.edu,CT,39320,26810,28714,16204,66,8122,0,1538,470,450,18,8994,1058,,329,77,217,1168
Southern Crescent Technical College,www.sctech.edu,GA,,,12902,10762,,4905,351,,,,,6610,,,,,,
Southern Illinois University-Carbondale,www.siu.edu,IL,43823,29367,33201,18745,72,9552,97,3221,500,500,20,12170,653,616,626,22,123,995
Southern Illinois University-Edwardsville,www.siue.edu,IL,25637,25637,15876,15876,87,10833,0,2617,510,500,21,12972,288,533,381,88,159,836
Southern Illinois University-System Office,siusystem.edu,IL,,,,,,,,,,,,,,,,,,
Southern Maine Community College,www.smccME.edu,ME,19902,17082,13832,11012,,5852,769,,,,,8847,,,,,,
Southern Methodist University,www.smu.edu,TX,74737,74737,57892,57892,51,6479,0,1612,630,650,29,6907,47,986,530,377,131,2597
Southern Nazarene University,SNU.EDU,OK,38478,38478,28594,28594,,1563,0,413,,,,1805,115,,110,8,10,502
Southern New Hampshire University,www.snhu.edu,NH,51538,51538,41238,41238,73,82693,1883,8991,,,,106439,323,100,35,773,497,26762
Southern Oklahoma Technology Center,www.sotech.edu,OK,,,,,,678,0,,,,,718,,,,,,
Southern Oregon University,www.sou.edu,OR,43440,27510,29241,13311,76,5362,0,883,490,430,19,6594,313,,144,51,81,601
Southern Regional Technical College,southernregional.edu,GA,,,7994,5858,,4637,231,,,,,5221,,,,,,
Southern School of Beauty Inc,www.southernschoolofbeauty.net,OK,,,,,,20,0,,,,,25,,,,,,
Southern State Community College,https://www.sscc.edu,OH,,,14378,10372,,2455,305,,,,,3790,,,,,,
Southern States University,www.ssu.edu/,CA,,,7614,7614,93,63,0,1,,,,68,,,,,,63
Southern Technical College,www.southerntech.edu,FL,,,16615,16615,,858,256,21,,,,1620,1,,,,,54
Southern Technical College,www.southerntech.edu,FL,,,,,,1341,246,,,,,2128,,,,,,
Southern Texas Careers Academy,stcacademy.edu/,TX,,,,,,,0,,,,,97,,,,,,
Southern Union State Community College,www.suscc.edu,AL,16960,13090,17960,14090,,4531,662,,,,,7132,,,,,,
Southern University and A & M College,www.subr.edu,LA,30473,23123,21743,14393,37,5838,0,733,460,470,17,5932,135,508,289,35,58,724
Southern University at New Orleans,www.suno.edu,LA,30254,21353,21496,12595,30,1928,17,292,,,15,2590,185,,183,43,,294
Southern University at Shreveport,www.susla.edu,LA,24512,21212,13092,9792,,2651,197,,,,,4380,,,,,,
Southern University Law Center,www.sulc.edu/,LA,,,,,,0,0,0,,,,,,,,,,
Southern University-Board and System,www.sus.edu,LA,,,,,,,,,,,,,,,,,,
Southern Utah University,https://www.suu.edu/,UT,34236,20420,26986,13170,79,9271,818,961,510,500,21,13625,671,189,571,51,191,816
Southern Vermont College,https://svc.edu,VT,38511,38511,27511,27511,91,351,1,77,,,,404,,,22,,,36
Southern Virginia University,www.svu.edu,VA,28261,28261,21495,21495,69,1023,0,143,480,480,20,1031,,,71,9,,87
Southern Wesleyan University,www.swu.edu,SC,37856,37856,28486,28486,54,1226,46,312,480,490,18,1499,145,,53,3,8,350
Southern West Virginia Community and Technical College,www.southernwv.edu,WV,,,12281,10192,,1458,285,,,,,1925,,,,,,
Southern Westchester BOCES-Practical Nursing Program,www.swboces.org,NY,,,,,35,106,0,,,,,121,,,,,,
Southern Worcester County Regional Vocational School District,www.baypath.net,MA,,,,,,40,0,,,,,36,,,,,,
Southside Regional Medical Center Professional Schools,www.srmconline.com,VA,,,18308,18308,0,131,53,,,,,177,,,,,,
Southside Virginia Community College,www.southside.edu,VA,,,17970,12042,,3430,495,,,,,4712,,,,,,
Southwest Acupuncture College-Boulder,www.acupuncturecollege.edu,CO,,,,,,0,0,0,,,,,,,,,,
Southwest Acupuncture College-Santa Fe,www.acupuncturecollege.edu,NM,,,,,,0,0,0,,,,,,,,,,
Southwest Baptist University,www.sbuniv.edu,MO,35298,35298,27578,27578,70,2664,207,336,500,490,18,3052,321,,107,24,14,193
Southwest College of Naturopathic Medicine & Health Sciences,www.scnm.edu,AZ,,,,,,0,0,0,,,,,,,,,,
Southwest Collegiate Institute for the Deaf,https://howardcollege.edu/swcid/,TX,24037,13807,17916,7686,,87,15,,,,,112,,,,,,
Southwest Institute of Healing Arts,SWIHA.EDU,AZ,,,,,,903,6,,,,,1087,,,,,,
Southwest Minnesota State University,www.smsu.edu,MN,20984,20984,12968,12968,60,6692,18,450,425,440,17,8093,489,,99,17,16,360
Southwest Mississippi Community College,www.smcc.edu,MS,14330,11630,10580,7880,,2025,427,,,,,2496,,,,,,
Southwest School of Business and Technical Careers-San Antonio,www.sws.edu,TX,,,,,,39,0,,,,,143,,,,,,
Southwest Technical College,https://stech.edu/,UT,,,,,,574,0,,,,,866,,,,,,
Southwest Technology Center,www.swtech.edu,OK,,,,,,275,0,,,,,431,,,,,,
Southwest Tennessee Community College,www.southwest.tn.edu,TN,,,20223,7935,,9347,1024,,,,,12720,,,,,,
Southwest Texas Junior College,www.swtjc.net,TX,18129,15901,12982,10754,,6894,637,,,,,8375,,,,,,
Southwest University at El Paso,southwestuniversity.edu,TX,,,22710,22710,,1481,521,63,,,,3168,,,,,,215
Southwest University of Visual Arts-Albuquerque,www.suva.edu,NM,,,28428,28428,,47,0,7,,,,79,,,,,,
Southwest University of Visual Arts-Tucson,www.suva.edu,AZ,,,27981,27981,,124,0,10,,,,127,,,,,,
Southwest Virginia Community College,sw.edu,VA,,,19731,13803,,2373,292,,,,,3150,,,,,,
Southwest Wisconsin Technical College,https://www.swtc.edu,WI,19453,17480,12045,10072,,2009,244,,,,,3743,,,,,,
Southwestern Adventist University,www.swau.edu/,TX,33669,33669,26069,26069,55,860,14,168,470,440,16,959,70,,54,6,10,81
Southwestern Assemblies of God University,www.sagu.edu,TX,34178,34178,24568,24568,91,1692,213,332,480,470,17,2131,177,,,5,,186
Southwestern Christian College,www.swcc.edu,TX,16969,16969,10699,10699,,87,25,2,,,,172,,,,,,
Southwestern Christian University,www.swcu.edu,OK,24680,24680,18120,18120,80,560,7,115,450,445,16,712,45,,,,,207
Southwestern College,https://www.swccd.edu,CA,,,12884,7620,,18569,1594,,,,,24867,,,,,,
Southwestern College,www.sckans.edu,KS,44809,44809,38161,38161,56,1346,0,368,460,450,18,2003,110,,92,11,6,465
Southwestern College,www.swc.edu,NM,,,,,,0,0,0,,,,,,,,,,
Southwestern Community College,www.swcciowa.edu,IA,15545,15321,11415,11191,,1547,241,,,,,2276,,,,,,
Southwestern Community College,www.southwesterncc.edu,NC,,,12839,7463,,2366,428,,,,,3262,,,,,,
Southwestern Illinois College,https://www.swic.edu,IL,,,21984,18354,,8841,1135,,,,,16187,,,,,,
Southwestern Indian Polytechnic Institute,www.sipi.edu,NM,8295,8295,8520,8520,,367,68,,,,,507,,,,,,
Southwestern Law School,www.swlaw.edu,CA,,,,,,0,0,0,,,,,,,,,,
Southwestern Michigan College,www.swmich.edu,MI,20286,19866,10846,10426,,2130,370,,,,,2883,,,,,,
Southwestern Oklahoma State University,https://www.swosu.edu,OK,28141,21241,21339,14439,92,4450,131,789,,,18,5297,97,40,191,11,40,462
Southwestern Oregon Community College,www.socc.edu,OR,16943,16943,9767,9767,,2157,341,,,,,2603,,,,,,
Southwestern University,www.southwestern.edu,TX,55970,55970,45360,45360,45,1434,0,323,580,550,23,1430,33,,88,18,25,126
Sovah Health School of Health Professions,danvilleregional.com/for-healthcare-professionals/radiologic-technology-program,VA,,,,,,12,9,,,,,33,,,,,,
SOWELA Technical Community College,www.sowela.edu,LA,,,14602,10265,,3459,385,,,,,4169,,,,,,
Spa Tech Institute-Ipswich,www.spatech.edu,MA,,,,,,55,0,,,,,88,,,,,,
Spa Tech Institute-Plymouth,www.spatech.edu,MA,,,,,,156,0,,,,,202,,,,,,
Spa Tech Institute-Westboro,www.spatech.edu,MA,,,,,,113,0,,,,,148,,,,,,
Spa Tech Institute-Westbrook,SpaTech.edu,ME,,,,,,209,0,,,,,307,,,,,,
Spalding University,https://www.spalding.edu,KY,39487,39487,32690,32690,96,1028,0,272,,500,18,1380,56,,,,,158
Spartan College of Aeronautics & Technology,www.spartan.edu,CA,,,,,,420,47,,,,,698,,,,,,
Spartan College of Aeronautics and Technology,www.spartan.edu,CO,,,20726,20726,,339,134,,,,,449,,,,,,
Spartan College of Aeronautics and Technology,www.spartan.edu,OK,32334,32334,25626,25626,,979,188,35,,,,1637,,,,,,
Spartan College of Aeronautics and Technology,www.spartan.edu,CA,,,,,,140,0,,,,,195,,,,,,
Spartanburg Community College,www.sccsc.edu,SC,,,13981,10381,,4534,581,,,,,6452,,,,,,
Spartanburg Methodist College,https://www.smcsc.edu/,SC,29560,29560,22935,22935,58,869,171,,430,410,15,826,,,,,,
Specs Howard School of Media Arts,www.specshoward.edu,MI,,,,,,526,0,,,,,825,,,,,,
Spelman College,www.spelman.edu,GA,52929,52929,39064,39064,39,2171,0,446,560,520,22,2171,57,32,340,69,52,
Spencerian College-Lexington,,KY,,,,,,,,,,,,,,,,,,
Spencerian College-Louisville,,KY,,,,,,,,,,,,,,,,,,
Spertus College,www.spertus.edu,IL,,,,,,0,0,0,,,,,,,,,,
Spokane Community College,https://scc.spokane.edu,WA,,,13648,8281,,10375,1066,0,,,,16516,,,64,,,553
Spokane Falls Community College,https://sfcc.spokane.edu/,WA,,,13648,8281,,5184,1085,13,,,,7839,168,146,58,,61,413
Spoon River College,www.src.edu,IL,,,17558,16478,,1436,202,,,,,2315,,,,,,
Spring Arbor University,www.arbor.edu,MI,41400,41400,31390,31390,71,1807,13,577,520,505,20,2245,191,,56,9,15,347
Spring Hill College,www.shc.edu,AL,57676,57676,44956,44956,66,1254,0,269,505,510,20,1495,87,31,180,21,9,270
Springfield College,www.springfield.edu/,MA,53244,53244,40694,40694,63,2129,0,499,520,530,22,2285,207,,131,22,,115
Springfield College-School of Professional and Continuing Studies,www.springfield.edu/school-of-professional-and-continuing-studies,MA,,,,,,643,0,339,,,,1077,88,,,,,
Springfield Technical Community College,www.stcc.edu,MA,,,15240,10032,,4921,838,,,,,7431,,,,,,
St Bernard's School of Theology and Ministry,www.stbernards.edu,NY,,,,,,0,0,0,,,,,,,,,,
St Bonaventure University,www.sbu.edu,NY,49136,49136,36831,36831,73,1814,0,367,520,520,22,1664,197,,145,11,24,469
St Catherine University,https://www.stkate.edu,MN,52164,52164,43354,43354,73,3283,185,649,563,556,19,3827,91,,117,19,45,246
St Charles Community College,www.stchas.edu,MO,,,10076,8588,,6269,784,,,,,9349,,,,,,
St Clair County Community College,www.sc4.edu,MI,23072,19693,14861,11482,,3541,557,,,,,4672,,,,,,
St Cloud Technical and Community College,www.sctcc.edu,MN,,,8977,8977,,4325,747,,,,,5624,,,,,,
St Francis College,www.sfc.edu,NY,44488,44488,30188,30188,77,2323,18,496,,,,2433,141,,199,6,15,336
St Francis Medical Center-School of Radiologic Technology,www.stfrancismedical.org/Education/School-of-Radiologic-Technology.aspx,NJ,,,,,,15,0,,,,,16,,,,,,
St John's Seminary,www.stjohnsem.edu,CA,,,,,,0,0,0,,,,,,,,,,
St John's University-New York,www.stjohns.edu,NY,61408,61408,47967,47967,73,16877,12,2160,540,530,23,18051,468,,1245,41,154,2463
St Joseph School of Nursing,www.sjson.edu,NH,,,24838,24838,,112,98,,,,,211,,,,,,
St Joseph School of Nursing,www.nursingri.com,RI,,,,,,79,0,,,,,135,,,,,,
St Lawrence University,www.stlawu.edu,NY,70630,70630,57596,57596,46,2441,0,512,590,600,27,2509,,,173,97,58,135
St Louis College of Health Careers-Fenton,www.slchc.edu,MO,,,,,100,467,62,11,,,,723,,,,,,
St Louis College of Health Careers-St Louis,www.slchc.edu,MO,,,,,,103,37,,,,,430,,,,,,
St Luke's College,www.stlukescollege.edu,IA,,,24978,24978,100,273,57,29,,,,317,,,,,,
St Lukes Hospital School of Nursing,www.sonstlukes.org,PA,,,,,,157,0,,,,,284,,,,,,
St Margaret School of Nursing,www.upmc.com/stmargson,PA,,,24424,24424,56,102,0,,,,,94,,,,,,
St Olaf College,wp.stolaf.edu,MN,60590,60590,49740,49740,50,3048,0,681,600,590,25,3120,67,,313,203,172,
St Paul's School of Nursing-Queens,https://www.stpaulsschoolofnursing.edu,NY,,,28716,28716,,552,224,,,,,813,,,,,,
St Paul's School of Nursing-Staten Island,www.stpaulsschoolofnursing.edu/,NY,,,25175,25175,,579,195,,,,,761,,,,,,
St Petersburg College,www.spcollege.edu,FL,,,15784,9180,,29183,4629,1315,,,,38969,814,,46,,,2542
St Philip's College,www.alamo.edu/spc/,TX,,,19755,12225,,11590,1158,,,,,22253,,,,,,
St Vincent's College,www.stvincentscollege.edu,CT,,,,,,,,,,,,,,,,,,
St. Andrews University,www.sa.edu,NC,39656,39656,32356,32356,41,656,0,109,385,395,13,756,84,,24,,,133
St. John's College,www.sjc.edu,MD,67325,67325,54723,54723,58,474,0,92,630,570,24,464,,,,,,
St. John's College,www.sjc.edu,NM,67916,67916,55368,55368,67,320,0,62,610,590,24,365,,,,,,
St. John's College-Department of Nursing,https://www.sjcs.edu/,IL,,,,,,122,0,61,,,,121,,,,,,
St. Joseph's College of Nursing,https://www.sjhcon.edu,NY,31445,31445,23145,23145,100,318,128,,,,,318,,,,,,
St. Joseph's College-Long Island,sjcny.edu,NY,,,32490,32490,77,3148,0,774,510,510,21,3432,655,,107,102,14,636
St. Joseph's College-New York,www.sjcny.edu,NY,,,32480,32480,70,943,0,209,510,510,19,1042,108,,42,24,15,188
St. Louis College of Pharmacy,www.stlcop.edu,MO,47342,47342,37079,37079,71,384,0,214,550,558,24,467,,,94,,,
St. Mary's College of Maryland,www.smcm.edu,MD,46140,30378,32938,17176,80,1552,0,345,540,520,23,1661,,,179,61,71,
St. Mary's University,www.stmarytx.edu/,TX,45320,45320,34950,34950,75,2373,0,444,530,520,21,2439,11,276,342,30,41,511
St. Thomas Aquinas College,www.stac.edu,NY,49310,49310,36100,36100,76,1862,2,244,460,450,18,2025,169,,80,23,,287
St. Thomas University,www.stu.edu,FL,49276,49276,37032,37032,52,2692,0,166,490,460,16,3701,22,7,95,4,12,301
Stacey James Institute,www.staceyjamesinstitute.com,CO,,,,,,24,0,,,,,53,,,,,,
Stage One-The Hair School,www.stageoneinc.com,LA,,,,,,81,0,,,,,120,,,,,,
Stanbridge University,www.stanbridge.edu,CA,,,,,53,1230,221,4,,,,1639,,,,,,
Stanbridge University-Los Angeles,www.stanbridge.edu,CA,,,,,50,28,0,,,,,,,,,,,
Standard Healthcare Services-College of Nursing,www.standardcollege.edu,VA,,,,,43,311,53,,,,,458,,,,,,
Stanford University,www.stanford.edu/,CA,71587,71587,,,4,7087,0,1675,700,720,32,8454,,641,124,132,168,
Stanly Community College,www.stanly.edu,NC,,,17869,11725,,2545,361,,,,,3837,,,,,,
Star College of Cosmetology 2,www.starcosmetologyschool.com/,TX,,,,,,63,0,,,,,90,,,,,,
Stark State College,www.starkstate.edu,OH,,,10946,7850,,11654,1211,,,,,14472,,,,,,
Starr King School for the Ministry,www.sksm.edu,CA,,,,,,0,0,0,,,,,,,,,,
State Career College,www.statecareercollege.edu,IL,,,,,,130,0,,,,,195,,,,,,
State Center Community College District,www.scccd.edu,CA,,,,,,,,,,,,,,,,,,
State College of Beauty Culture Inc,www.statecollegeofbeauty.com,WI,,,,,,48,0,,,,,67,,,,,,
State College of Florida-Manatee-Sarasota,www.scf.edu,FL,,,22409,13877,,10229,1489,276,,,,14618,244,,9,,,433
State Fair Community College,https://www.sfccmo.edu,MO,12534,11094,8681,7241,,4731,711,,,,,6094,,,,,,
State Technical College of Missouri,https://www.statetechmo.edu,MO,22562,17522,16722,11682,,1471,388,,,,,1457,,,,,,
State University of New York at New Paltz,www.newpaltz.edu,NY,35421,25641,22759,12979,41,6692,0,1792,550,540,24,8514,608,333,193,46,120,563
Staunton School of Cosmetology,hairstylingschool.com,VA,,,,,,28,0,,,,,39,,,,,,
Stautzenberger College-Brecksville,www.sctoday.edu/,OH,,,18678,18678,,324,124,,,,,672,,,,,,
Stautzenberger College-Maumee,www.sctoday.edu,OH,,,18678,18678,,550,104,,,,,1152,,,,,,
Stella and Charles Guttman Community College,www.guttman.cuny.edu/,NY,,,14316,11436,,955,233,,,,,1171,,,,,,
Stellar Career College,www.stellarcollege.edu,CA,,,,,,33,0,,,,,123,,,,,,
Stephen F Austin State University,www.sfasu.edu,TX,32116,22156,23152,13192,68,11398,0,2237,500,490,18,12235,,123,464,92,164,1946
Stephens College,https://www.stephens.edu,MO,45401,45401,36250,36250,59,555,0,174,520,450,20,698,28,,56,,,83
Sterling College,www.sterling.edu,KS,37306,37306,28800,28800,41,648,0,116,460,470,17,737,86,,54,11,4,116
Sterling College,www.sterlingcollege.edu,VT,50900,50900,43500,43500,93,136,0,26,,,,234,,,11,,,
Stetson University,www.stetson.edu,FL,63282,63282,50230,50230,68,3150,0,602,,,,3232,169,,295,30,66,821
Steven Papageorge Hair Academy,stevenpapageorgehairacademy.com,IL,,,,,,53,0,,,,,60,,,,,,
Stevens Institute of Technology,www.stevens.edu,NJ,69292,69292,54952,54952,41,3431,0,687,640,690,30,3194,,1988,70,256,46,331
Stevens-Henager College,www.stevenshenager.edu,UT,,,24606,24606,,200,33,19,,,,307,,,,,,48
Stevens-Henager College,www.stevenshenager.edu,UT,,,24606,24606,,125,16,26,,,,196,,,,,,27
Stevens-Henager College,www.stevenshenager.edu,UT,,,24606,24606,,324,53,96,,,,665,,,,,,30
Stevens-Henager College,www.stevenshenager.edu/,UT,,,24606,24606,,61,39,49,,,,101,,,,,,20
Stevens-Henager College,www.stevenshenager.edu/,ID,,,24606,24606,,225,46,17,,,,394,,,,,,43
Stevens-Henager College,www.stevenshenager.edu/,ID,,,24606,24606,,85,26,7,,,,147,,,,,,31
Stevens-Henager College,www.stevenshenager.edu/locations/st-george,UT,,,24606,24606,,93,18,7,,,,152,,,,,,41
Stevens-The Institute of Business & Arts,www.siba.edu,MO,,,18136,18136,100,122,24,34,,,,165,,,,,,25
Stevenson University,www.stevenson.edu,MD,53149,53149,40303,40303,73,3113,0,837,520,510,19,3720,152,,299,33,36,625
Stevensons Academy of Hair Design,www.stevenson-academy.com,LA,,,,,,20,0,,,,,143,,,,,,
Stewart School,www.stewartschool.edu,SD,,,,,,112,0,,,,,175,,,,,,
Stillman College,https://stillman.edu,AL,25092,25092,17698,17698,39,797,0,72,,,,854,47,,122,8,,148
Stockton University,www.stockton.edu,NJ,37965,30838,26522,19395,84,8604,0,2008,500,500,18,9772,55,,743,124,168,1504
Stone Academy-East Hartford,www.stoneacademy.com,CT,,,,,,477,0,,,,,828,,,,,,
Stone Academy-Waterbury,www.stone.edu,CT,,,,,,138,0,,,,,278,,,,,,
Stone Academy-West Haven,www.stoneacademy.com,CT,,,,,,544,0,,,,,939,,,,,,
Stone Child College,www.stonechild.edu,MT,,,10685,10685,,444,22,0,,,,1088,69,,,5,,60
Stonehill College,https://www.stonehill.edu,MA,61246,61246,45246,45246,70,2535,0,528,,,,2568,218,,265,39,63,622
Stony Brook University,https://www.stonybrook.edu,NY,43761,26091,33531,15861,42,17522,0,4433,600,630,26,20208,113,1608,3139,1254,877,1384
Strand College of Hair Design,www.strandcollege.com,SC,,,,,,74,0,,,,,102,,,,,,
Strand Institute of Beauty & Esthetics,thestrandinstitute.com,TX,,,,,,11,0,,,,,49,,,,,,
Stratford School of Aviation Maintenance Technicians,,CT,,,,,,,,,,,,,,,,,,
Stratford University,www.stratford.edu,VA,,,21393,21393,,1817,276,232,,,,3607,,,,,,456
Strayer University - Macon Campus,,GA,,,,,,,,,,,,,,,,,,
Strayer University - Northwest Houston Campus,,TX,,,,,,,,,,,,,,,,,,
Strayer University-Alabama,www.strayer.edu/alabama/birmingham,AL,,,17232,17232,,957,10,40,,,,1184,,,,,,721
Strayer University-Arkansas,www.strayer.edu/arkansas/little-rock,AR,,,17232,17232,,292,0,14,,,,371,,,,,,206
Strayer University-Delaware,www.strayer.edu/delaware/christiana,DE,,,17232,17232,,292,13,35,,,,434,,,,,,195
Strayer University-District of Columbia,www.strayer.edu/district-columbia/washington,DC,,,17232,17232,,720,38,71,,,,1154,,,,,,439
Strayer University-Florida,www.strayer.edu/florida/tampa-westshore,FL,,,17232,17232,,1702,61,255,,,,2541,,,,,,1255
Strayer University-Georgia,www.strayer.edu/georgia/chamblee,GA,,,17232,17232,,6431,135,410,,,,9250,,,,,,4758
Strayer University-Global Region,www.strayer.edu,DC,,,17232,17232,,6699,205,448,,,,10347,,,,,,4922
Strayer University-Maryland,www.strayer.edu/maryland/prince-georges,MD,,,17232,17232,,2565,126,251,,,,3788,,,,,,2047
Strayer University-Mississippi,www.strayer.edu/mississippi/jackson,MS,,,16782,16782,,442,6,8,,,,514,,,,,,329
Strayer University-New Jersey,www.strayer.edu/new-jersey/cherry-hill,NJ,,,17232,17232,,851,2,77,,,,1262,,,,,,610
Strayer University-North Carolina,www.strayer.edu/campus-locations/north-carolina/morrisville,NC,,,17232,17232,,4605,76,292,,,,6998,,,,,,3561
Strayer University-Pennsylvania,https://www.strayer.edu/campus-locations/pennsylvania/lower-bucks-county,PA,,,17232,17232,,1928,55,180,,,,2893,,,,,,1392
Strayer University-South Carolina,www.strayer.edu/south-carolina/greenville,SC,,,17232,17232,,2243,33,130,,,,3322,,,,,,1738
Strayer University-Tennessee,www.strayer.edu/tennessee/thousand-oaks,TN,,,17232,17232,,2584,36,126,,,,3551,,,,,,1934
Strayer University-Texas,www.strayer.edu/texas/north-austin,TX,,,17232,17232,,2084,38,175,,,,2914,,,,,,1518
Strayer University-Virginia,www.strayer.edu/virginia/arlington,VA,,,17232,17232,,4124,177,795,,,,6791,,,,,,2670
